loss,R1,MRR,P,epoch,step
0.26854589581489563,0.032013649369263784,0.016729863043413198,0.37037037037037035,0,9
0.237526535987854,0.04075020133399774,0.02147944043825167,0.3962962962962963,1,19
0.23837104439735413,0.04504490989515393,0.02374620194896993,0.43703703703703706,2,29
0.22796237468719482,0.049437597005531526,0.02621414178435924,0.43333333333333335,3,39
0.22284871339797974,0.05357052819873616,0.02845853854764269,0.45555555555555555,4,49
0.22527927160263062,0.05375707938597563,0.028494065431694922,0.4740740740740741,5,59
0.22108185291290283,0.052708037001694505,0.027855601053013154,0.4888888888888889,6,69
0.22208315134048462,0.05414000917838883,0.028644117569623314,0.4925925925925926,7,79
